transaction_branch_id;branch_id;transactional_date;product_id;customer_id;payment;credit_card;loyalty_card;cost;quantity;price
51;3;01/01/2025 11:15;P003;4714;americanexpress;2,73E+15;F;3.0;5;22.5
52;3;01/01/2025 11:19;P006;3053;americanexpress;5,05E+15;F;3.2;5;24.0
53;3;01/01/2025 11:19;C008;1105;cash;;T;2.2;1;3.8
54;3;01/01/2025 11:24;C003;2480;mastercard;9,79E+15;F;2.5;4;16.0
55;3;01/01/2025 11:29;P001;5483;mastercard;4,17E+15;T;2.0;3;10.5
56;3;01/01/2025 11:32;C002;3847;cash;;F;2.0;3;10.5
57;3;01/01/2025 11:39;C001;2360;cash;;F;1.5;5;12.5
58;3;01/01/2025 11:39;P006;3897;americanexpress;9,86E+15;F;3.2;2;9.6
59;3;01/01/2025 11:40;C004;4066;visa;4,92E+15;F;3.0;1;4.5
60;3;01/01/2025 11:40;C004;5394;mastercard;6,11E+15;F;3.0;4;18.0
61;3;01/01/2025 11:42;C010;5311;cash;;F;2.5;1;4.0
62;3;01/01/2025 11:44;C007;4271;mastercard;1,48E+15;F;2.0;2;7.0
63;3;01/01/2025 11:48;P006;796;mastercard;7,81E+15;F;3.2;2;9.6
64;3;01/01/2025 11:50;P005;1915;visa;2,98E+15;F;3.5;4;20.0
65;3;01/01/2025 11:51;P005;3503;visa;9,74E+15;F;3.5;4;20.0
66;3;01/01/2025 12:03;C007;3898;cash;;F;2.0;3;10.5
67;3;01/01/2025 12:10;P005;4933;cash;;F;3.5;2;10.0
68;3;01/01/2025 12:13;C008;4062;cash;;F;2.2;2;7.6
69;3;01/01/2025 12:13;C008;421;mastercard;8,55E+15;T;2.2;4;15.2
70;3;01/01/2025 12:14;C009;3361;mastercard;8,06E+15;T;1.0;2;4.0
71;3;01/01/2025 12:16;C002;2712;visa;9,11E+15;T;2.0;5;17.5
72;3;01/01/2025 12:16;P006;1877;cash;;F;3.2;4;19.2
73;3;01/01/2025 12:22;P010;334;americanexpress;7,72E+15;T;4.5;3;21.0
74;3;01/01/2025 12:28;C008;1406;visa;4,72E+15;T;2.2;3;11.4
75;3;01/01/2025 12:30;P009;1359;americanexpress;8,32E+15;F;3.8;1;6.0
76;3;01/01/2025 12:30;C003;279;americanexpress;7,64E+15;F;2.5;3;12.0
77;3;01/01/2025 12:30;C004;3333;americanexpress;7,74E+15;F;3.0;5;22.5
78;3;01/01/2025 12:30;P006;408;mastercard;4,80E+15;F;3.2;5;24.0
79;3;01/01/2025 12:34;C002;1936;visa;3,23E+15;T;2.0;4;14.0
80;3;01/01/2025 12:35;C007;1152;cash;;F;2.0;5;17.5
81;3;01/01/2025 12:37;P004;4796;americanexpress;2,69E+15;F;2.8;5;21.0
82;3;01/01/2025 12:38;P005;3397;americanexpress;1,44E+15;F;3.5;5;25.0
83;3;01/01/2025 12:40;C002;2858;mastercard;4,72E+15;T;2.0;3;10.5
84;3;01/01/2025 12:43;P001;2765;mastercard;1,74E+15;T;2.0;4;14.0
85;3;01/01/2025 12:45;P006;2617;americanexpress;7,34E+15;F;3.2;4;19.2
86;3;01/01/2025 12:48;C003;284;cash;;F;2.5;5;20.0
87;3;01/01/2025 12:49;C004;251;visa;4,28E+15;F;3.0;2;9.0
88;3;01/01/2025 12:50;P004;5394;mastercard;6,11E+15;F;2.8;2;8.4
89;3;01/01/2025 12:54;P003;991;mastercard;7,27E+15;F;3.0;3;13.5
90;3;01/01/2025 13:00;C009;4674;cash;;F;1.0;1;2.0
91;3;01/01/2025 13:00;P005;2004;mastercard;5,82E+15;T;3.5;4;20.0
92;3;01/01/2025 13:02;C006;1148;mastercard;5,17E+15;F;1.8;3;9.0
93;3;01/01/2025 13:03;P009;1172;americanexpress;2,74E+15;F;3.8;3;18.0
94;3;01/01/2025 13:07;C008;711;cash;;F;2.2;2;7.6
95;3;01/01/2025 13:08;P008;4673;cash;;F;3.5;4;22.0
96;3;01/01/2025 13:11;C009;1108;visa;4,56E+15;F;1.0;1;2.0
97;3;01/01/2025 13:15;P003;1515;cash;;F;3.0;3;13.5
98;3;01/01/2025 13:15;C004;4285;visa;4,42E+15;F;3.0;3;13.5
99;3;01/01/2025 13:21;P003;4340;cash;;F;3.0;1;4.5
100;3;01/01/2025 13:26;C003;3414;americanexpress;1,20E+15;F;2.5;2;8.0
101;3;01/01/2025 13:26;C005;2750;mastercard;5,79E+15;F;1.8;4;12.0
102;3;01/01/2025 13:27;C005;4174;americanexpress;7,45E+15;F;1.8;3;9.0
103;3;01/01/2025 13:27;C003;4574;visa;6,71E+15;F;2.5;3;12.0
104;3;01/01/2025 13:38;C006;1125;americanexpress;9,72E+15;F;1.8;4;12.0
105;3;01/01/2025 13:44;P003;3581;cash;;F;3.0;2;9.0
106;3;01/01/2025 13:47;C008;5257;mastercard;6,75E+15;T;2.2;2;7.6
107;3;01/01/2025 13:49;C008;1918;visa;4,69E+15;F;2.2;3;11.4
108;3;01/01/2025 13:55;P001;4463;cash;;F;2.0;1;3.5
109;3;01/01/2025 13:58;P007;120;americanexpress;2,88E+15;F;2.0;4;14.0
110;3;01/01/2025 13:58;P008;30;cash;;F;3.5;5;27.5
111;3;01/01/2025 13:58;P009;858;mastercard;7,30E+15;T;3.8;3;18.0
112;3;01/01/2025 14:01;P010;1442;cash;;T;4.5;1;7.0
113;3;01/01/2025 14:09;P001;4975;mastercard;6,04E+15;T;2.0;2;7.0
114;3;01/01/2025 14:10;P010;3230;cash;;F;4.5;3;21.0
115;3;01/01/2025 14:10;C009;122;mastercard;3,92E+15;F;1.0;2;4.0
116;3;01/01/2025 14:13;C008;3941;visa;9,41E+15;F;2.2;5;19.0
117;3;01/01/2025 14:16;P006;3679;cash;;F;3.2;3;14.4
118;3;01/01/2025 14:16;P010;1017;visa;5,70E+15;F;4.5;5;35.0
119;3;01/01/2025 14:17;P005;4912;mastercard;9,98E+15;F;3.5;5;25.0
120;3;01/01/2025 14:17;P004;5025;visa;1,81E+15;T;2.8;1;4.2
121;3;01/01/2025 14:20;C002;490;visa;5,08E+15;F;2.0;3;10.5
122;3;01/01/2025 14:22;P005;3609;americanexpress;5,03E+15;F;3.5;1;5.0
123;3;01/01/2025 14:38;C004;1757;cash;;F;3.0;1;4.5
124;3;01/01/2025 14:38;C006;2592;americanexpress;5,27E+15;F;1.8;5;15.0
125;3;01/01/2025 14:39;C001;3768;mastercard;4,59E+15;F;1.5;1;2.5
126;3;01/01/2025 14:42;P008;3712;americanexpress;8,50E+15;T;3.5;4;22.0
127;3;01/01/2025 14:46;C006;5162;mastercard;7,26E+15;F;1.8;1;3.0
128;3;01/01/2025 14:48;P004;569;mastercard;6,96E+15;T;2.8;1;4.2
129;3;01/01/2025 14:54;P002;4009;cash;;F;2.5;4;16.0
130;3;01/01/2025 15:00;P008;4504;visa;4,76E+15;F;3.5;2;11.0
131;3;01/01/2025 15:02;P009;1461;cash;;T;3.8;5;30.0
132;3;01/01/2025 15:07;P001;5233;americanexpress;5,26E+15;F;2.0;2;7.0
133;3;01/01/2025 15:10;P008;2065;cash;;T;3.5;3;16.5
134;3;01/01/2025 15:12;C005;4073;americanexpress;8,60E+15;F;1.8;2;6.0
135;3;01/01/2025 15:13;P004;2369;americanexpress;4,83E+15;T;2.8;4;16.8
136;3;01/01/2025 15:18;P006;1524;americanexpress;3,41E+15;F;3.2;3;14.4
137;3;01/01/2025 15:24;C001;2356;americanexpress;2,07E+15;F;1.5;4;10.0
138;3;01/01/2025 15:25;C010;328;americanexpress;9,81E+15;F;2.5;1;4.0
139;3;01/01/2025 15:43;C001;3820;visa;2,77E+15;F;1.5;3;7.5
140;3;01/01/2025 15:45;P003;2014;cash;;T;3.0;4;18.0
141;3;01/01/2025 15:49;C003;3430;visa;9,88E+15;F;2.5;1;4.0
142;3;01/01/2025 15:53;C003;3966;americanexpress;2,06E+15;T;2.5;3;12.0
143;3;01/01/2025 15:54;C002;4503;cash;;F;2.0;3;10.5
144;3;01/01/2025 15:58;P003;2995;americanexpress;8,36E+15;T;3.0;1;4.5
145;3;01/01/2025 16:00;C004;2117;americanexpress;8,63E+15;F;3.0;1;4.5
146;3;01/01/2025 16:00;C003;3858;mastercard;9,95E+15;F;2.5;3;12.0
147;3;01/01/2025 16:05;P006;1912;visa;7,29E+15;T;3.2;3;14.4
148;3;01/01/2025 16:11;C001;932;mastercard;4,28E+15;F;1.5;3;7.5
149;3;01/01/2025 16:11;P008;2071;cash;;F;3.5;1;5.5
150;3;01/01/2025 16:12;P007;4650;cash;;T;2.0;5;17.5
151;3;01/01/2025 16:13;C004;3159;visa;5,17E+15;F;3.0;1;4.5
152;3;01/01/2025 16:29;P009;5392;mastercard;6,16E+15;T;3.8;2;12.0
153;3;01/01/2025 16:29;P008;5173;visa;1,70E+15;T;3.5;2;11.0
154;3;01/01/2025 16:36;C007;2258;mastercard;7,47E+15;F;2.0;4;14.0
155;3;01/01/2025 16:44;P006;3394;visa;7,02E+15;T;3.2;1;4.8
156;3;01/01/2025 16:59;C010;2555;mastercard;6,45E+15;F;2.5;2;8.0
157;3;01/01/2025 17:00;C001;2294;cash;;T;1.5;5;12.5
158;3;01/01/2025 17:03;P007;379;visa;3,93E+15;F;2.0;5;17.5
159;3;01/01/2025 17:04;C006;3933;cash;;T;1.8;3;9.0
160;3;01/01/2025 17:11;P007;63;visa;7,77E+15;T;2.0;1;3.5
161;3;01/01/2025 17:14;P004;3869;visa;2,69E+15;F;2.8;4;16.8
162;3;01/01/2025 17:18;C006;665;cash;;F;1.8;5;15.0
163;3;01/01/2025 17:21;C008;3182;mastercard;1,99E+15;F;2.2;5;19.0
164;3;01/01/2025 17:26;C003;387;mastercard;7,15E+15;F;2.5;4;16.0
165;3;01/01/2025 17:33;C005;1161;mastercard;9,91E+15;T;1.8;1;3.0
166;3;01/01/2025 17:36;P008;1022;americanexpress;4,14E+15;F;3.5;4;22.0
167;3;01/01/2025 17:41;C003;3483;visa;4,27E+15;F;2.5;1;4.0
168;3;01/01/2025 17:42;C008;5059;cash;;F;2.2;3;11.4
169;3;01/01/2025 17:42;C005;2459;visa;4,70E+15;F;1.8;1;3.0
170;3;01/01/2025 17:44;P006;4776;cash;;F;3.2;2;9.6
171;3;01/01/2025 17:46;C005;5171;mastercard;5,00E+15;F;1.8;2;6.0
172;3;01/01/2025 17:51;P008;3035;americanexpress;2,09E+15;F;3.5;4;22.0
173;3;01/01/2025 17:52;P001;2494;visa;9,17E+15;T;2.0;3;10.5
174;3;01/01/2025 17:52;C006;2949;mastercard;5,07E+15;T;1.8;3;9.0
175;3;01/01/2025 17:54;P005;1077;mastercard;5,94E+15;F;3.5;4;20.0
176;3;01/01/2025 17:57;P008;2059;cash;;F;3.5;2;11.0
177;3;01/01/2025 18:06;P002;3097;cash;;F;2.5;4;16.0
178;3;01/01/2025 18:08;P003;5135;americanexpress;6,70E+15;F;3.0;1;4.5
179;3;01/01/2025 18:08;P003;4466;cash;;F;3.0;2;9.0
180;3;01/01/2025 18:09;C003;1956;visa;8,48E+15;F;2.5;4;16.0
181;3;01/01/2025 18:12;P006;675;cash;;F;3.2;5;24.0
182;3;01/01/2025 18:20;C005;4913;mastercard;9,22E+15;F;1.8;2;6.0
183;3;01/01/2025 18:22;C005;1111;mastercard;3,22E+15;T;1.8;2;6.0
184;3;01/01/2025 18:25;P008;4067;mastercard;1,89E+15;F;3.5;4;22.0
185;3;01/01/2025 18:29;C006;4189;americanexpress;1,40E+15;F;1.8;3;9.0
186;3;01/01/2025 18:36;C004;5027;americanexpress;1,90E+15;T;3.0;4;18.0
187;3;01/01/2025 18:38;C006;1433;visa;2,17E+15;F;1.8;1;3.0
188;3;01/01/2025 18:40;C007;4292;cash;;F;2.0;5;17.5
189;3;01/01/2025 18:44;C007;3163;mastercard;6,45E+15;F;2.0;3;10.5
190;3;01/01/2025 18:52;C001;1223;visa;3,22E+15;F;1.5;2;5.0
191;3;01/01/2025 18:53;P005;4907;mastercard;9,71E+15;T;3.5;5;25.0
192;3;01/01/2025 18:59;C002;4188;visa;4,26E+15;T;2.0;2;7.0
193;3;01/01/2025 19:01;C007;1749;americanexpress;7,92E+15;T;2.0;5;17.5
194;3;01/01/2025 19:01;P009;1588;cash;;F;3.8;3;18.0
195;3;01/01/2025 19:03;C006;4713;visa;1,33E+15;T;1.8;3;9.0
196;3;01/01/2025 19:06;P008;5283;visa;4,90E+15;F;3.5;4;22.0
197;3;01/01/2025 19:07;P003;1270;mastercard;1,52E+15;T;3.0;1;4.5
198;3;01/01/2025 19:10;P008;946;mastercard;7,35E+15;F;3.5;5;27.5
199;3;01/01/2025 19:11;C008;1711;americanexpress;3,88E+15;F;2.2;1;3.8
200;3;01/01/2025 19:14;C005;4256;visa;5,49E+15;F;1.8;4;12.0
201;3;01/01/2025 19:17;P003;4368;mastercard;1,17E+15;F;3.0;5;22.5
202;3;01/01/2025 19:18;P010;1131;cash;;T;4.5;3;21.0
203;3;01/01/2025 19:22;P007;2321;visa;9,92E+15;T;2.0;2;7.0
204;3;01/01/2025 19:23;C006;5269;mastercard;6,58E+15;F;1.8;2;6.0
205;3;01/01/2025 19:24;C007;3965;mastercard;1,34E+15;F;2.0;4;14.0
206;3;01/01/2025 19:27;P009;4365;visa;5,74E+15;F;3.8;1;6.0
207;3;01/01/2025 19:27;C005;5280;americanexpress;8,33E+15;F;1.8;2;6.0
208;3;01/01/2025 19:28;P003;866;mastercard;8,77E+15;F;3.0;4;18.0
209;3;01/01/2025 19:28;C007;3908;visa;3,99E+15;F;2.0;3;10.5
210;3;01/01/2025 19:29;P010;376;visa;7,60E+15;T;4.5;3;21.0
211;3;01/01/2025 19:31;C004;421;mastercard;8,55E+15;T;3.0;3;13.5
212;3;01/01/2025 19:34;C004;219;cash;;F;3.0;2;9.0
213;3;01/01/2025 19:35;C005;1736;visa;6,06E+15;F;1.8;5;15.0
214;3;01/01/2025 19:36;C004;2429;mastercard;8,36E+15;T;3.0;1;4.5
215;3;01/01/2025 19:39;P004;10;cash;;F;2.8;1;4.2
216;3;01/01/2025 19:41;C007;2183;cash;;F;2.0;3;10.5
217;3;01/01/2025 19:48;C007;5084;cash;;F;2.0;5;17.5
218;3;01/01/2025 19:50;P009;1233;cash;;F;3.8;5;30.0
219;3;01/01/2025 19:57;C005;581;mastercard;1,65E+15;F;1.8;1;3.0
220;3;01/02/2025 9:00;C006;3400;americanexpress;7,47E+15;F;1.8;2;6.0
221;3;01/02/2025 9:00;P005;4728;cash;;F;3.5;5;25.0
222;3;01/02/2025 9:04;C010;2630;visa;1,15E+15;F;2.5;3;12.0
223;3;01/02/2025 9:08;P006;5490;cash;;T;3.2;2;9.6
224;3;01/02/2025 9:10;C009;2905;visa;9,41E+15;F;1.0;3;6.0
225;3;01/02/2025 9:10;C001;781;cash;;T;1.5;3;7.5
226;3;01/02/2025 9:11;C008;2522;visa;8,48E+15;F;2.2;3;11.4
227;3;01/02/2025 9:11;P010;616;mastercard;4,29E+15;T;4.5;4;28.0
228;3;01/02/2025 9:13;C002;4496;cash;;F;2.0;3;10.5
229;3;01/02/2025 9:13;C004;2830;mastercard;1,98E+15;F;3.0;3;13.5
230;3;01/02/2025 9:13;P006;5202;mastercard;3,65E+15;F;3.2;1;4.8
231;3;01/02/2025 9:15;C002;1834;mastercard;5,62E+15;T;2.0;1;3.5
232;3;01/02/2025 9:15;P007;3636;cash;;T;2.0;5;17.5
233;3;01/02/2025 9:19;C006;3578;americanexpress;4,82E+15;F;1.8;2;6.0
234;3;01/02/2025 9:22;P004;3945;visa;6,35E+15;F;2.8;3;12.6
235;3;01/02/2025 9:27;P002;3551;visa;7,56E+15;T;2.5;2;8.0
236;3;01/02/2025 9:32;P009;1767;visa;1,96E+15;F;3.8;2;12.0
237;3;01/02/2025 9:32;P007;4274;visa;6,18E+15;F;2.0;1;3.5
238;3;01/02/2025 9:46;C008;592;visa;6,68E+15;T;2.2;2;7.6
239;3;01/02/2025 9:48;C009;2445;americanexpress;2,74E+15;T;1.0;5;10.0
240;3;01/02/2025 9:51;C008;1648;mastercard;2,95E+15;F;2.2;4;15.2
241;3;01/02/2025 9:52;P010;4408;mastercard;9,90E+15;F;4.5;2;14.0
242;3;01/02/2025 9:55;C003;2953;mastercard;4,12E+15;F;2.5;5;20.0
243;3;01/02/2025 9:57;C008;4030;americanexpress;6,89E+15;F;2.2;3;11.4
244;3;01/02/2025 9:57;C007;4278;americanexpress;1,09E+15;T;2.0;1;3.5
245;3;01/02/2025 10:03;C006;208;mastercard;7,91E+15;F;1.8;5;15.0
246;3;01/02/2025 10:06;P005;5249;cash;;T;3.5;1;5.0
247;3;01/02/2025 10:06;P002;4864;cash;;F;2.5;2;8.0
248;3;01/02/2025 10:06;P007;2527;visa;5,48E+15;F;2.0;4;14.0
249;3;01/02/2025 10:08;P001;1720;visa;9,94E+15;F;2.0;2;7.0
250;3;01/02/2025 10:14;P002;225;visa;1,36E+15;T;2.5;5;20.0
251;3;01/02/2025 10:17;P002;95;cash;;F;2.5;2;8.0
252;3;01/02/2025 10:22;C001;1677;mastercard;9,13E+15;F;1.5;5;12.5
253;3;01/02/2025 10:24;P005;3994;cash;;F;3.5;2;10.0
254;3;01/02/2025 10:27;P007;842;americanexpress;7,77E+15;F;2.0;2;7.0
255;3;01/02/2025 10:32;C008;2335;cash;;T;2.2;2;7.6
256;3;01/02/2025 10:35;C007;199;americanexpress;2,45E+15;T;2.0;1;3.5
257;3;01/02/2025 10:38;C001;1262;cash;;F;1.5;1;2.5
258;3;01/02/2025 10:42;C003;4498;visa;7,22E+15;F;2.5;2;8.0
259;3;01/02/2025 10:44;C001;1064;visa;9,34E+15;F;1.5;5;12.5
260;3;01/02/2025 10:48;P002;4011;cash;;T;2.5;5;20.0
261;3;01/02/2025 10:49;C004;2240;cash;;F;3.0;5;22.5
262;3;01/02/2025 10:50;C006;2028;americanexpress;9,81E+15;F;1.8;4;12.0
263;3;01/02/2025 10:54;C004;4410;visa;9,60E+15;F;3.0;5;22.5
264;3;01/02/2025 10:56;P010;3819;mastercard;3,83E+15;F;4.5;4;28.0
265;3;01/02/2025 11:01;P010;5278;mastercard;2,28E+15;T;4.5;2;14.0
266;3;01/02/2025 11:04;P010;2274;americanexpress;2,22E+15;T;4.5;4;28.0
267;3;01/02/2025 11:05;P006;2881;visa;5,00E+15;F;3.2;1;4.8
268;3;01/02/2025 11:08;P002;2265;visa;5,79E+15;T;2.5;3;12.0
269;3;01/02/2025 11:09;C009;323;americanexpress;7,19E+15;F;1.0;3;6.0
270;3;01/02/2025 11:15;C001;816;americanexpress;7,64E+15;F;1.5;1;2.5
271;3;01/02/2025 11:16;C003;1412;cash;;F;2.5;3;12.0
272;3;01/02/2025 11:17;P005;4030;americanexpress;6,89E+15;F;3.5;2;10.0
273;3;01/02/2025 11:20;P007;533;cash;;T;2.0;4;14.0
274;3;01/02/2025 11:21;C007;4964;visa;3,55E+15;T;2.0;5;17.5
275;3;01/02/2025 11:21;P008;2913;americanexpress;6,90E+15;F;3.5;3;16.5
276;3;01/02/2025 11:25;P009;3614;americanexpress;5,38E+15;F;3.8;4;24.0
277;3;01/02/2025 11:29;C005;2152;visa;3,09E+15;F;1.8;1;3.0
278;3;01/02/2025 11:30;C008;2062;americanexpress;1,82E+15;F;2.2;3;11.4
279;3;01/02/2025 11:31;P001;2591;visa;6,60E+15;F;2.0;2;7.0
280;3;01/02/2025 11:33;P010;5326;americanexpress;2,23E+15;T;4.5;2;14.0
281;3;01/02/2025 11:34;C010;1378;cash;;F;2.5;3;12.0
282;3;01/02/2025 11:34;C005;5203;visa;2,92E+15;F;1.8;1;3.0
283;3;01/02/2025 11:37;P010;4239;visa;9,41E+15;T;4.5;4;28.0
284;3;01/02/2025 11:45;C003;4783;cash;;F;2.5;1;4.0
285;3;01/02/2025 11:48;P002;5404;mastercard;1,39E+15;F;2.5;4;16.0
286;3;01/02/2025 11:50;C010;4632;americanexpress;1,10E+15;F;2.5;2;8.0
287;3;01/02/2025 11:52;P003;2767;americanexpress;8,98E+15;T;3.0;4;18.0
288;3;01/02/2025 11:54;C009;2802;mastercard;2,16E+15;F;1.0;4;8.0
289;3;01/02/2025 11:58;P001;3457;americanexpress;6,91E+15;F;2.0;1;3.5
290;3;01/02/2025 12:03;P007;3111;visa;4,70E+15;T;2.0;2;7.0
291;3;01/02/2025 12:03;C010;2337;mastercard;3,24E+15;T;2.5;1;4.0
292;3;01/02/2025 12:05;C009;1915;visa;2,98E+15;F;1.0;5;10.0
293;3;01/02/2025 12:06;C001;2120;visa;9,78E+15;F;1.5;5;12.5
294;3;01/02/2025 12:09;P009;2210;mastercard;8,11E+15;F;3.8;1;6.0
295;3;01/02/2025 12:09;P002;2368;mastercard;6,63E+15;T;2.5;4;16.0
296;3;01/02/2025 12:12;C009;3455;mastercard;3,70E+15;T;1.0;2;4.0
297;3;01/02/2025 12:12;C002;3107;americanexpress;1,67E+15;F;2.0;4;14.0
298;3;01/02/2025 12:14;P008;3215;americanexpress;9,09E+15;F;3.5;3;16.5
299;3;01/02/2025 12:19;C006;4658;americanexpress;9,91E+15;F;1.8;2;6.0
300;3;01/02/2025 12:26;C008;2248;mastercard;2,29E+15;F;2.2;2;7.6
301;3;01/02/2025 12:28;P009;3606;mastercard;5,20E+15;F;3.8;3;18.0
302;3;01/02/2025 12:28;C008;556;americanexpress;1,32E+15;T;2.2;3;11.4
303;3;01/02/2025 12:31;C010;1348;mastercard;9,93E+15;F;2.5;3;12.0
304;3;01/02/2025 12:33;P001;2334;americanexpress;3,61E+15;T;2.0;5;17.5
305;3;01/02/2025 12:34;P005;4921;visa;8,07E+15;F;3.5;5;25.0
306;3;01/02/2025 12:34;P006;1095;americanexpress;7,41E+15;F;3.2;3;14.4
307;3;01/02/2025 12:35;P004;4679;cash;;F;2.8;2;8.4
308;3;01/02/2025 12:45;C010;1680;mastercard;1,66E+15;F;2.5;4;16.0
309;3;01/02/2025 12:47;C002;904;cash;;F;2.0;2;7.0
310;3;01/02/2025 12:47;P008;3297;cash;;F;3.5;1;5.5
311;3;01/02/2025 12:48;C007;4730;mastercard;1,04E+15;T;2.0;5;17.5
312;3;01/02/2025 12:48;C008;430;visa;1,79E+15;T;2.2;3;11.4
313;3;01/02/2025 12:56;C008;1913;americanexpress;1,43E+15;T;2.2;4;15.2
314;3;01/02/2025 12:58;P006;1061;americanexpress;7,54E+15;F;3.2;2;9.6
315;3;01/02/2025 12:59;C008;2560;cash;;F;2.2;4;15.2
316;3;01/02/2025 12:59;C001;2525;mastercard;8,60E+15;F;1.5;4;10.0
317;3;01/02/2025 13:06;P009;721;cash;;F;3.8;4;24.0
318;3;01/02/2025 13:07;P009;5295;visa;1,01E+15;F;3.8;4;24.0
319;3;01/02/2025 13:08;C010;2961;americanexpress;7,23E+15;T;2.5;3;12.0
320;3;01/02/2025 13:11;C005;786;americanexpress;4,50E+15;F;1.8;1;3.0
321;3;01/02/2025 13:15;C006;2825;americanexpress;8,32E+15;T;1.8;2;6.0
322;3;01/02/2025 13:16;C008;433;cash;;F;2.2;2;7.6
323;3;01/02/2025 13:24;C002;3033;americanexpress;4,53E+15;T;2.0;4;14.0
324;3;01/02/2025 13:29;P007;3506;cash;;T;2.0;4;14.0
325;3;01/02/2025 13:32;C010;3803;americanexpress;3,00E+15;T;2.5;5;20.0
326;3;01/02/2025 13:33;C006;1158;mastercard;9,52E+15;F;1.8;1;3.0
