transaction_branch_id;branch_id;transactional_date;product_id;customer_id;payment;credit_card;loyalty_card;cost;quantity;price
34;1;01/01/2025 10:09;P003;4110;americanexpress;1,04E+15;F;3.0;1;4.5
35;1;01/01/2025 10:11;P006;2754;americanexpress;1,74E+15;T;3.2;1;4.8
36;1;01/01/2025 10:14;C010;2716;visa;6,24E+15;T;2.5;2;8.0
37;1;01/01/2025 10:16;C009;1068;cash;;T;1.0;4;8.0
38;1;01/01/2025 10:21;C004;137;visa;2,24E+15;F;3.0;4;18.0
39;1;01/01/2025 10:22;P002;3456;mastercard;6,08E+15;F;2.5;2;8.0
40;1;01/01/2025 10:27;P009;3327;cash;;T;3.8;3;18.0
41;1;01/01/2025 10:45;P008;1418;visa;4,05E+15;F;3.5;5;27.5
42;1;01/01/2025 10:50;C006;3774;visa;5,82E+15;F;1.8;3;9.0
43;1;01/01/2025 10:50;P002;2877;visa;5,70E+15;F;2.5;2;8.0
44;1;01/01/2025 10:54;C010;2908;americanexpress;8,98E+15;F;2.5;1;4.0
45;1;01/01/2025 10:54;P004;4353;visa;8,68E+15;T;2.8;4;16.8
46;1;01/01/2025 10:58;P009;1904;cash;;F;3.8;4;24.0
47;1;01/01/2025 10:59;P009;2401;americanexpress;4,89E+15;F;3.8;4;24.0
48;1;01/01/2025 11:00;C002;2062;americanexpress;3,35E+15;F;2.0;3;10.5
49;1;01/01/2025 11:00;P007;1225;americanexpress;5,67E+15;F;2.0;2;7.0
50;1;01/01/2025 11:01;P010;2943;americanexpress;7,38E+15;T;4.5;4;28.0
51;1;01/01/2025 11:02;C005;1910;cash;;F;1.8;2;6.0
52;1;01/01/2025 11:03;C004;3225;visa;4,75E+15;T;3.0;5;22.5
53;1;01/01/2025 11:06;P001;689;mastercard;3,07E+15;F;2.0;3;10.5
54;1;01/01/2025 11:08;P009;1503;cash;;F;3.8;2;12.0
55;1;01/01/2025 11:11;P006;973;americanexpress;1,04E+15;F;3.2;5;24.0
56;1;01/01/2025 11:15;P008;3135;mastercard;9,91E+15;F;3.5;4;22.0
57;1;01/01/2025 11:15;P009;3583;mastercard;5,13E+15;T;3.8;3;18.0
58;1;01/01/2025 11:16;C004;625;mastercard;9,15E+15;F;3.0;4;18.0
59;1;01/01/2025 11:16;P007;3866;mastercard;4,14E+15;T;2.0;1;3.5
60;1;01/01/2025 11:20;P005;4275;visa;8,93E+15;F;3.5;2;10.0
61;1;01/01/2025 11:23;P009;2978;americanexpress;2,04E+15;F;3.8;1;6.0
62;1;01/01/2025 11:24;C006;2546;mastercard;2,73E+15;F;1.8;5;15.0
63;1;01/01/2025 11:25;C010;2901;cash;;F;2.5;3;12.0
64;1;01/01/2025 11:25;P010;3062;americanexpress;7,01E+15;F;4.5;4;28.0
65;1;01/01/2025 11:32;P008;99;mastercard;2,11E+15;F;3.5;4;22.0
66;1;01/01/2025 11:39;P005;3880;visa;6,94E+15;T;3.5;3;15.0
67;1;01/01/2025 11:44;C009;3707;cash;;F;1.0;4;8.0
68;1;01/01/2025 11:44;P009;3588;mastercard;8,06E+15;T;3.8;5;30.0
69;1;01/01/2025 11:45;C006;4411;americanexpress;7,61E+15;F;1.8;4;12.0
70;1;01/01/2025 11:46;P010;3138;cash;;F;4.5;3;21.0
71;1;01/01/2025 11:47;C005;3214;visa;7,55E+15;F;1.8;2;6.0
72;1;01/01/2025 11:49;C010;3434;americanexpress;9,25E+15;F;2.5;3;12.0
73;1;01/01/2025 11:51;C006;4638;cash;;T;1.8;2;6.0
74;1;01/01/2025 11:54;C003;2127;americanexpress;1,99E+15;F;2.5;1;4.0
75;1;01/01/2025 12:00;P002;1190;cash;;F;2.5;2;8.0
76;1;01/01/2025 12:06;C002;4489;visa;4,03E+15;F;2.0;2;7.0
77;1;01/01/2025 12:10;C001;2092;americanexpress;3,31E+15;F;1.5;3;7.5
78;1;01/01/2025 12:11;P003;2233;cash;;F;3.0;3;13.5
79;1;01/01/2025 12:12;C009;2406;visa;2,62E+15;T;1.0;2;4.0
80;1;01/01/2025 12:14;C005;951;visa;1,41E+15;T;1.8;4;12.0
81;1;01/01/2025 12:17;P002;1794;cash;;F;2.5;2;8.0
82;1;01/01/2025 12:18;P003;3662;mastercard;8,49E+15;T;3.0;3;13.5
83;1;01/01/2025 12:20;P001;3987;visa;1,59E+15;F;2.0;4;14.0
84;1;01/01/2025 12:20;P006;2948;mastercard;4,28E+15;F;3.2;2;9.6
85;1;01/01/2025 12:22;P010;4829;cash;;F;4.5;4;28.0
86;1;01/01/2025 12:23;P002;1455;cash;;F;2.5;5;20.0
87;1;01/01/2025 12:24;P005;3525;mastercard;5,91E+15;F;3.5;2;10.0
88;1;01/01/2025 12:27;P010;2684;visa;5,94E+15;F;4.5;5;35.0
89;1;01/01/2025 12:30;P002;3013;americanexpress;4,55E+15;T;2.5;4;16.0
90;1;01/01/2025 12:31;C002;3049;americanexpress;5,44E+15;T;2.0;5;17.5
91;1;01/01/2025 12:33;P009;3342;visa;1,15E+15;T;3.8;5;30.0
92;1;01/01/2025 12:37;P005;1830;cash;;F;3.5;5;25.0
93;1;01/01/2025 12:38;C002;1992;americanexpress;6,86E+15;F;2.0;5;17.5
94;1;01/01/2025 12:41;C002;2809;mastercard;3,63E+15;F;2.0;4;14.0
95;1;01/01/2025 12:47;C001;3531;americanexpress;2,99E+15;F;1.5;4;10.0
96;1;01/01/2025 12:49;C002;3381;americanexpress;4,21E+15;T;2.0;1;3.5
97;1;01/01/2025 12:50;C002;4173;visa;4,37E+15;F;2.0;3;10.5
98;1;01/01/2025 12:51;C003;775;mastercard;2,17E+15;F;2.5;4;16.0
99;1;01/01/2025 12:51;C007;2723;visa;5,61E+15;F;2.0;4;14.0
100;1;01/01/2025 13:01;P004;4317;visa;4,10E+15;F;2.8;1;4.2
101;1;01/01/2025 13:05;C007;1984;americanexpress;3,08E+15;T;2.0;2;7.0
102;1;01/01/2025 13:10;C010;1522;americanexpress;8,50E+15;F;2.5;1;4.0
103;1;01/01/2025 13:22;C007;3761;visa;7,48E+15;T;2.0;1;3.5
104;1;01/01/2025 13:22;P004;197;americanexpress;2,88E+15;F;2.8;2;8.4
105;1;01/01/2025 13:22;P009;2584;mastercard;8,67E+15;F;3.8;5;30.0
106;1;01/01/2025 13:24;P005;1564;visa;4,54E+15;F;3.5;2;10.0
107;1;01/01/2025 13:25;P004;2808;cash;;F;2.8;1;4.2
108;1;01/01/2025 13:28;C008;2743;mastercard;7,66E+15;F;2.2;3;11.4
109;1;01/01/2025 13:30;P005;3831;visa;6,28E+15;F;3.5;2;10.0
110;1;01/01/2025 13:30;P007;2765;mastercard;6,89E+15;F;2.0;1;3.5
111;1;01/01/2025 13:33;C007;3928;visa;3,25E+15;F;2.0;3;10.5
112;1;01/01/2025 13:39;P005;4660;visa;8,70E+15;T;3.5;2;10.0
113;1;01/01/2025 13:43;C005;2571;americanexpress;7,06E+15;F;1.8;3;9.0
114;1;01/01/2025 13:45;C005;3764;visa;9,93E+15;F;1.8;2;6.0
115;1;01/01/2025 13:49;P006;2923;visa;7,92E+15;F;3.2;4;19.2
116;1;01/01/2025 13:49;P009;1246;americanexpress;4,49E+15;F;3.8;4;24.0
117;1;01/01/2025 13:52;P003;1752;americanexpress;5,89E+15;T;3.0;3;13.5
118;1;01/01/2025 13:54;P010;4162;mastercard;8,54E+15;T;4.5;5;35.0
119;1;01/01/2025 13:57;C001;3469;cash;;F;1.5;2;5.0
120;1;01/01/2025 14:03;C004;1662;cash;;F;3.0;1;4.5
121;1;01/01/2025 14:04;C001;3568;visa;9,46E+15;F;1.5;5;12.5
122;1;01/01/2025 14:06;P003;4605;cash;;F;3.0;5;22.5
123;1;01/01/2025 14:10;C002;2046;cash;;F;2.0;5;17.5
124;1;01/01/2025 14:11;C001;1981;visa;4,57E+15;T;1.5;5;12.5
125;1;01/01/2025 14:12;C002;4149;cash;;F;2.0;1;3.5
126;1;01/01/2025 14:12;C004;1645;cash;;F;3.0;5;22.5
127;1;01/01/2025 14:12;P004;3579;americanexpress;1,94E+15;F;2.8;2;8.4
128;1;01/01/2025 14:13;P002;349;americanexpress;6,66E+15;T;2.5;3;12.0
129;1;01/01/2025 14:16;C006;4781;cash;;F;1.8;3;9.0
130;1;01/01/2025 14:16;P008;2825;mastercard;2,19E+15;F;3.5;5;27.5
131;1;01/01/2025 14:17;P009;925;cash;;F;3.8;4;24.0
132;1;01/01/2025 14:19;C010;3716;mastercard;1,01E+15;F;2.5;5;20.0
133;1;01/01/2025 14:21;C009;369;cash;;T;1.0;3;6.0
134;1;01/01/2025 14:25;C009;2748;americanexpress;2,90E+15;T;1.0;2;4.0
135;1;01/01/2025 14:26;C004;300;americanexpress;6,09E+15;F;3.0;2;9.0
136;1;01/01/2025 14:32;C003;1121;cash;;T;2.5;1;4.0
137;1;01/01/2025 14:35;P006;3233;cash;;F;3.2;4;19.2
138;1;01/01/2025 14:37;P006;3513;cash;;T;3.2;4;19.2
139;1;01/01/2025 14:40;C006;4370;cash;;T;1.8;5;15.0
140;1;01/01/2025 14:42;C004;3679;mastercard;8,29E+15;F;3.0;4;18.0
141;1;01/01/2025 14:50;P002;4345;mastercard;4,46E+15;F;2.5;3;12.0
142;1;01/01/2025 14:51;C010;4707;visa;7,22E+15;F;2.5;5;20.0
143;1;01/01/2025 14:52;P002;2059;cash;;F;2.5;2;8.0
144;1;01/01/2025 14:52;P004;155;visa;6,00E+15;T;2.8;1;4.2
145;1;01/01/2025 14:56;C002;551;visa;7,88E+15;F;2.0;4;14.0
146;1;01/01/2025 14:56;P002;4374;visa;5,48E+15;F;2.5;1;4.0
147;1;01/01/2025 14:56;P007;481;cash;;F;2.0;4;14.0
148;1;01/01/2025 14:57;P003;2714;americanexpress;3,38E+15;T;3.0;3;13.5
149;1;01/01/2025 15:02;C010;635;americanexpress;3,55E+15;F;2.5;1;4.0
150;1;01/01/2025 15:03;C009;1562;visa;7,43E+15;F;1.0;1;2.0
151;1;01/01/2025 15:07;P002;4536;cash;;F;2.5;1;4.0
152;1;01/01/2025 15:08;P005;2564;visa;9,11E+15;F;3.5;5;25.0
153;1;01/01/2025 15:14;P007;2668;americanexpress;9,47E+15;T;2.0;2;7.0
154;1;01/01/2025 15:15;C009;262;visa;2,99E+15;F;1.0;3;6.0
155;1;01/01/2025 15:19;C009;1556;visa;5,43E+15;F;1.0;2;4.0
156;1;01/01/2025 15:20;P001;4095;visa;1,97E+15;F;2.0;5;17.5
157;1;01/01/2025 15:21;P006;4637;visa;3,12E+15;F;3.2;3;14.4
158;1;01/01/2025 15:22;P004;3474;americanexpress;1,00E+15;F;2.8;3;12.6
159;1;01/01/2025 15:25;C003;2707;mastercard;8,46E+15;F;2.5;4;16.0
160;1;01/01/2025 15:26;C001;2441;cash;;F;1.5;3;7.5
161;1;01/01/2025 15:26;P007;3505;mastercard;5,17E+15;F;2.0;1;3.5
162;1;01/01/2025 15:27;C002;4601;visa;7,93E+15;F;2.0;1;3.5
163;1;01/01/2025 15:31;C010;4614;visa;3,55E+15;F;2.5;2;8.0
164;1;01/01/2025 15:32;P008;3798;visa;3,21E+15;F;3.5;4;22.0
165;1;01/01/2025 15:35;C006;1140;cash;;F;1.8;5;15.0
166;1;01/01/2025 15:41;C002;2311;visa;4,01E+15;F;2.0;2;7.0
167;1;01/01/2025 15:44;P002;3351;visa;7,50E+15;F;2.5;3;12.0
168;1;01/01/2025 15:49;P003;210;cash;;T;3.0;1;4.5
169;1;01/01/2025 15:50;P007;4544;americanexpress;5,76E+15;T;2.0;5;17.5
170;1;01/01/2025 16:01;P007;3960;cash;;F;2.0;1;3.5
171;1;01/01/2025 16:02;P005;198;mastercard;6,91E+15;F;3.5;2;10.0
172;1;01/01/2025 16:02;P007;323;mastercard;2,08E+15;F;2.0;4;14.0
173;1;01/01/2025 16:05;C002;3905;visa;4,49E+15;F;2.0;5;17.5
174;1;01/01/2025 16:05;C005;3775;mastercard;9,26E+15;F;1.8;1;3.0
175;1;01/01/2025 16:05;P002;1317;cash;;T;2.5;2;8.0
176;1;01/01/2025 16:08;C010;4572;visa;9,78E+15;F;2.5;2;8.0
177;1;01/01/2025 16:10;P010;802;visa;1,49E+15;T;4.5;2;14.0
178;1;01/01/2025 16:11;P008;3519;americanexpress;3,31E+15;F;3.5;3;16.5
179;1;01/01/2025 16:16;P006;2967;visa;1,66E+15;F;3.2;4;19.2
180;1;01/01/2025 16:17;C010;2396;visa;8,64E+15;T;2.5;1;4.0
181;1;01/01/2025 16:20;C002;2565;visa;7,31E+15;F;2.0;5;17.5
182;1;01/01/2025 16:21;P004;2709;cash;;T;2.8;1;4.2
183;1;01/01/2025 16:21;P010;781;visa;9,85E+15;F;4.5;1;7.0
184;1;01/01/2025 16:22;C005;2792;cash;;F;1.8;4;12.0
185;1;01/01/2025 16:23;C005;4019;cash;;F;1.8;5;15.0
186;1;01/01/2025 16:26;C005;1166;visa;5,13E+15;F;1.8;1;3.0
187;1;01/01/2025 16:31;C009;1089;cash;;T;1.0;4;8.0
188;1;01/01/2025 16:32;C001;3126;mastercard;8,03E+15;T;1.5;4;10.0
189;1;01/01/2025 16:32;P006;2370;visa;9,35E+15;F;3.2;1;4.8
190;1;01/01/2025 16:35;C003;4830;americanexpress;1,14E+15;F;2.5;5;20.0
191;1;01/01/2025 16:35;P008;284;americanexpress;8,77E+15;F;3.5;1;5.5
192;1;01/01/2025 16:37;P003;2735;americanexpress;2,68E+15;F;3.0;5;22.5
193;1;01/01/2025 16:41;P009;3363;cash;;T;3.8;1;6.0
194;1;01/01/2025 16:42;C001;1891;mastercard;9,68E+15;F;1.5;1;2.5
195;1;01/01/2025 16:43;C001;4584;visa;1,17E+15;F;1.5;1;2.5
196;1;01/01/2025 16:44;C001;1559;mastercard;6,92E+15;F;1.5;3;7.5
197;1;01/01/2025 16:45;P005;2652;visa;8,61E+15;F;3.5;5;25.0
198;1;01/01/2025 16:46;C003;600;mastercard;6,28E+15;F;2.5;5;20.0
199;1;01/01/2025 16:47;C003;4806;mastercard;1,72E+15;T;2.5;2;8.0
200;1;01/01/2025 16:50;P006;2392;mastercard;2,88E+15;F;3.2;3;14.4
201;1;01/01/2025 16:51;C005;2682;cash;;T;1.8;4;12.0
202;1;01/01/2025 16:52;C002;3890;mastercard;4,43E+15;F;2.0;3;10.5
203;1;01/01/2025 16:52;C006;1599;cash;;F;1.8;1;3.0
204;1;01/01/2025 16:53;P009;2512;americanexpress;8,43E+15;F;3.8;5;30.0
205;1;01/01/2025 16:55;C003;3151;americanexpress;4,50E+15;F;2.5;5;20.0
206;1;01/01/2025 16:55;C003;1138;cash;;F;2.5;3;12.0
207;1;01/01/2025 16:55;C004;476;cash;;F;3.0;1;4.5
208;1;01/01/2025 16:56;P006;806;mastercard;5,12E+15;F;3.2;1;4.8
209;1;01/01/2025 16:57;C001;1757;mastercard;6,88E+15;T;1.5;3;7.5
210;1;01/01/2025 16:57;C001;4794;americanexpress;9,85E+15;F;1.5;1;2.5
211;1;01/01/2025 17:00;C007;3765;mastercard;5,48E+15;F;2.0;1;3.5
212;1;01/01/2025 17:00;P005;3986;mastercard;9,69E+15;F;3.5;4;20.0
213;1;01/01/2025 17:01;P007;1082;visa;9,92E+15;F;2.0;2;7.0
214;1;01/01/2025 17:02;C002;2539;cash;;F;2.0;4;14.0
215;1;01/01/2025 17:03;P006;493;cash;;F;3.2;2;9.6
216;1;01/01/2025 17:04;C005;1070;cash;;F;1.8;1;3.0
217;1;01/01/2025 17:08;P010;776;mastercard;7,56E+15;F;4.5;5;35.0
218;1;01/01/2025 17:09;P003;2013;visa;6,40E+15;F;3.0;3;13.5
219;1;01/01/2025 17:12;P008;2067;cash;;T;3.5;2;11.0
220;1;01/01/2025 17:13;C009;4834;visa;8,78E+15;F;1.0;3;6.0
221;1;01/01/2025 17:14;P004;3925;mastercard;7,98E+15;F;2.8;1;4.2
222;1;01/01/2025 17:16;P008;3745;visa;7,92E+15;T;3.5;2;11.0
223;1;01/01/2025 17:22;C004;4039;visa;1,67E+15;F;3.0;1;4.5
224;1;01/01/2025 17:29;C009;190;cash;;F;1.0;4;8.0
225;1;01/01/2025 17:30;P004;466;americanexpress;2,42E+15;F;2.8;2;8.4
226;1;01/01/2025 17:32;P010;2879;americanexpress;1,88E+15;T;4.5;5;35.0
227;1;01/01/2025 17:33;C005;1209;cash;;F;1.8;4;12.0
228;1;01/01/2025 17:36;P008;371;visa;1,86E+15;F;3.5;1;5.5
229;1;01/01/2025 17:36;P009;4085;americanexpress;2,73E+15;F;3.8;4;24.0
230;1;01/01/2025 17:37;C003;2359;cash;;F;2.5;1;4.0
231;1;01/01/2025 17:38;P006;1035;visa;4,25E+15;F;3.2;4;19.2
232;1;01/01/2025 17:42;C009;1523;mastercard;5,17E+15;F;1.0;5;10.0
233;1;01/01/2025 17:46;C007;2847;mastercard;6,11E+15;F;2.0;2;7.0
234;1;01/01/2025 17:46;C010;2390;visa;8,30E+15;F;2.5;1;4.0
235;1;01/01/2025 17:46;P009;4190;americanexpress;6,86E+15;F;3.8;4;24.0
236;1;01/01/2025 17:46;P010;4251;cash;;F;4.5;4;28.0
237;1;01/01/2025 17:48;C008;1585;mastercard;5,20E+15;T;2.2;1;3.8
238;1;01/01/2025 17:51;C005;1279;visa;8,55E+15;F;1.8;4;12.0
239;1;01/01/2025 17:51;P001;3234;cash;;F;2.0;2;7.0
240;1;01/01/2025 17:54;P006;2945;americanexpress;4,51E+15;F;3.2;1;4.8
241;1;01/01/2025 17:55;C010;3322;americanexpress;1,56E+15;T;2.5;3;12.0
242;1;01/01/2025 17:57;P004;533;americanexpress;7,45E+15;F;2.8;5;21.0
243;1;01/01/2025 18:02;C008;1862;americanexpress;9,55E+15;T;2.2;1;3.8
244;1;01/01/2025 18:09;P004;4290;cash;;F;2.8;3;12.6
245;1;01/01/2025 18:11;C006;1209;cash;;F;1.8;5;15.0
246;1;01/01/2025 18:13;C003;1963;cash;;F;2.5;1;4.0
247;1;01/01/2025 18:13;P005;2679;visa;1,35E+15;T;3.5;5;25.0
248;1;01/01/2025 18:15;P004;716;visa;1,30E+15;F;2.8;3;12.6
249;1;01/01/2025 18:16;P006;639;americanexpress;8,88E+15;T;3.2;4;19.2
250;1;01/01/2025 18:17;P007;1254;americanexpress;9,97E+15;F;2.0;3;10.5
251;1;01/01/2025 18:21;P003;2985;americanexpress;8,24E+15;F;3.0;1;4.5
252;1;01/01/2025 18:21;P006;1454;mastercard;1,45E+15;F;3.2;4;19.2
253;1;01/01/2025 18:21;P007;2080;visa;8,97E+15;F;2.0;4;14.0
254;1;01/01/2025 18:24;P005;1319;cash;;F;3.5;2;10.0
255;1;01/01/2025 18:28;P006;3179;mastercard;1,97E+15;T;3.2;2;9.6
256;1;01/01/2025 18:33;C008;1661;americanexpress;7,12E+15;F;2.2;4;15.2
257;1;01/01/2025 18:34;P005;4636;americanexpress;3,23E+15;F;3.5;4;20.0
258;1;01/01/2025 18:35;C009;4688;visa;7,22E+15;F;1.0;2;4.0
259;1;01/01/2025 18:36;P010;1965;mastercard;3,99E+15;F;4.5;3;21.0
260;1;01/01/2025 18:42;C009;2978;americanexpress;2,04E+15;F;1.0;1;2.0
261;1;01/01/2025 18:43;C007;640;americanexpress;8,47E+15;F;2.0;4;14.0
262;1;01/01/2025 18:48;P008;2425;mastercard;8,76E+15;T;3.5;5;27.5
263;1;01/01/2025 18:49;C004;4845;americanexpress;1,07E+15;F;3.0;4;18.0
264;1;01/01/2025 18:55;C003;2948;mastercard;4,28E+15;F;2.5;4;16.0
265;1;01/01/2025 18:55;C007;462;cash;;F;2.0;4;14.0
266;1;01/01/2025 18:55;P010;4589;visa;4,26E+15;F;4.5;1;7.0
267;1;01/01/2025 18:57;P003;2658;americanexpress;7,77E+15;F;3.0;5;22.5
268;1;01/01/2025 18:57;P004;2900;visa;4,66E+15;T;2.8;1;4.2
269;1;01/01/2025 18:58;C004;477;cash;;T;3.0;2;9.0
270;1;01/01/2025 18:59;C002;1216;visa;3,73E+15;F;2.0;3;10.5
271;1;01/01/2025 19:04;C010;284;americanexpress;8,77E+15;F;2.5;2;8.0
272;1;01/01/2025 19:04;P007;3415;americanexpress;6,77E+15;F;2.0;4;14.0
273;1;01/01/2025 19:08;C010;973;americanexpress;1,04E+15;F;2.5;2;8.0
274;1;01/01/2025 19:09;P003;4609;mastercard;8,77E+15;F;3.0;2;9.0
275;1;01/01/2025 19:12;P003;2356;americanexpress;2,58E+15;F;3.0;5;22.5
276;1;01/01/2025 19:14;P003;3765;mastercard;5,48E+15;F;3.0;2;9.0
277;1;01/01/2025 19:18;P001;3333;mastercard;1,36E+15;F;2.0;4;14.0
278;1;01/01/2025 19:19;P008;4722;mastercard;9,65E+15;F;3.5;3;16.5
279;1;01/01/2025 19:20;C005;3204;americanexpress;2,30E+15;F;1.8;3;9.0
280;1;01/01/2025 19:20;P010;1418;visa;4,05E+15;F;4.5;1;7.0
281;1;01/01/2025 19:22;C008;333;visa;1,11E+15;F;2.2;5;19.0
282;1;01/01/2025 19:22;P002;1789;americanexpress;2,71E+15;F;2.5;2;8.0
283;1;01/01/2025 19:25;C007;1076;mastercard;2,13E+15;F;2.0;5;17.5
284;1;01/01/2025 19:26;P007;3160;cash;;F;2.0;4;14.0
285;1;01/01/2025 19:29;P003;4725;cash;;T;3.0;1;4.5
286;1;01/01/2025 19:29;P003;274;mastercard;8,36E+15;F;3.0;5;22.5
287;1;01/01/2025 19:30;C009;2731;mastercard;3,99E+15;T;1.0;5;10.0
288;1;01/01/2025 19:33;C010;1275;americanexpress;5,90E+15;F;2.5;3;12.0
289;1;01/01/2025 19:33;P003;682;cash;;F;3.0;2;9.0
290;1;01/01/2025 19:35;C002;3029;visa;7,23E+15;T;2.0;3;10.5
291;1;01/01/2025 19:36;C004;1454;mastercard;1,45E+15;F;3.0;2;9.0
292;1;01/01/2025 19:37;C010;4046;visa;4,87E+15;F;2.5;1;4.0
293;1;01/01/2025 19:37;P005;1279;visa;8,55E+15;F;3.5;1;5.0
294;1;01/01/2025 19:37;P010;4185;americanexpress;2,46E+15;F;4.5;1;7.0
295;1;01/01/2025 19:39;C009;311;cash;;F;1.0;5;10.0
296;1;01/01/2025 19:40;P007;2639;visa;4,80E+15;F;2.0;4;14.0
297;1;01/01/2025 19:42;C002;2319;visa;6,86E+15;F;2.0;4;14.0
298;1;01/01/2025 19:47;P003;1000;visa;1,01E+15;F;3.0;3;13.5
299;1;01/01/2025 19:48;P006;4365;americanexpress;2,46E+15;F;3.2;4;19.2
300;1;01/01/2025 19:50;P004;1952;americanexpress;5,61E+15;F;2.8;5;21.0
301;1;01/01/2025 19:51;C002;4796;mastercard;1,58E+15;T;2.0;5;17.5
302;1;01/01/2025 19:53;P007;434;cash;;F;2.0;3;10.5
303;1;01/01/2025 19:57;C003;1056;visa;1,22E+15;F;2.5;2;8.0
304;1;01/02/2025 9:02;C001;4128;americanexpress;4,48E+15;F;1.5;3;7.5
305;1;01/02/2025 9:02;C008;2791;cash;;F;2.2;4;15.2
306;1;01/02/2025 9:02;P005;1084;americanexpress;5,26E+15;T;3.5;5;25.0
307;1;01/02/2025 9:05;P004;272;mastercard;7,68E+15;T;2.8;1;4.2
308;1;01/02/2025 9:07;C005;1356;cash;;F;1.8;3;9.0
309;1;01/02/2025 9:10;P002;3731;visa;3,87E+15;T;2.5;5;20.0
310;1;01/02/2025 9:12;P009;2604;mastercard;2,22E+15;F;3.8;5;30.0
311;1;01/02/2025 9:14;P008;1302;cash;;F;3.5;2;11.0
312;1;01/02/2025 9:16;C005;151;visa;5,40E+15;F;1.8;2;6.0
313;1;01/02/2025 9:19;C005;625;mastercard;9,15E+15;F;1.8;4;12.0
314;1;01/02/2025 9:20;C003;2238;mastercard;2,30E+15;T;2.5;1;4.0
315;1;01/02/2025 9:24;C009;3417;visa;3,58E+15;T;1.0;2;4.0
316;1;01/02/2025 9:29;P003;854;americanexpress;4,90E+15;F;3.0;4;18.0
317;1;01/02/2025 9:32;C001;2886;visa;7,64E+15;F;1.5;2;5.0
318;1;01/02/2025 9:38;P004;4537;visa;4,10E+15;T;2.8;5;21.0
319;1;01/02/2025 9:41;P003;97;americanexpress;3,97E+15;T;3.0;1;4.5
320;1;01/02/2025 9:42;C006;3128;americanexpress;5,00E+15;F;1.8;4;12.0
321;1;01/02/2025 9:43;C006;1941;americanexpress;6,78E+15;F;1.8;2;6.0
322;1;01/02/2025 9:47;C003;4024;visa;7,39E+15;F;2.5;4;16.0
323;1;01/02/2025 9:48;C001;3185;americanexpress;5,55E+15;F;1.5;2;5.0
324;1;01/02/2025 9:49;C010;4166;mastercard;2,75E+15;F;2.5;1;4.0
325;1;01/02/2025 9:50;C005;1852;mastercard;4,84E+15;F;1.8;5;15.0
326;1;01/02/2025 9:53;C008;720;americanexpress;7,81E+15;F;2.2;5;19.0
