transaction_branch_id;branch_id;transactional_date;product_id;customer_id;payment;credit_card;loyalty_card;cost;quantity;price
40;2;01/01/2025 11:26;P003;436;cash;;F;3.0;5;22.5
41;2;01/01/2025 11:26;P004;2135;mastercard;3,36E+15;F;2.8;3;12.6
42;2;01/01/2025 11:31;C002;1052;americanexpress;3,71E+15;F;2.0;4;14.0
43;2;01/01/2025 11:35;P006;3012;mastercard;6,16E+15;F;3.2;2;9.6
44;2;01/01/2025 11:35;C001;163;visa;5,94E+15;F;1.5;1;2.5
45;2;01/01/2025 11:45;C005;1991;mastercard;8,16E+15;F;1.8;5;15.0
46;2;01/01/2025 11:46;P001;657;visa;5,50E+15;F;2.0;3;10.5
47;2;01/01/2025 11:47;C002;136;visa;1,03E+15;F;2.0;4;14.0
48;2;01/01/2025 11:47;C005;1726;visa;1,69E+15;F;1.8;4;12.0
49;2;01/01/2025 11:48;C003;1594;visa;9,82E+15;F;2.5;3;12.0
50;2;01/01/2025 11:54;P002;1843;americanexpress;8,84E+15;T;2.5;1;4.0
51;2;01/01/2025 11:54;P005;1748;visa;1,43E+15;T;3.5;4;20.0
52;2;01/01/2025 11:56;C002;2594;americanexpress;8,15E+15;F;2.0;3;10.5
53;2;01/01/2025 11:57;C004;1889;visa;6,16E+15;T;3.0;1;4.5
54;2;01/01/2025 11:57;C004;711;mastercard;1,73E+15;T;3.0;2;9.0
55;2;01/01/2025 11:58;P002;2117;mastercard;7,83E+15;F;2.5;3;12.0
56;2;01/01/2025 12:04;C009;1877;mastercard;4,91E+15;F;1.0;5;10.0
57;2;01/01/2025 12:07;C005;2115;visa;6,60E+15;T;1.8;2;6.0
58;2;01/01/2025 12:08;C003;1421;americanexpress;8,05E+15;F;2.5;4;16.0
59;2;01/01/2025 12:09;C007;1423;mastercard;6,19E+15;T;2.0;2;7.0
60;2;01/01/2025 12:11;P009;1353;americanexpress;1,76E+15;F;3.8;2;12.0
61;2;01/01/2025 12:14;C002;3191;americanexpress;7,38E+15;F;2.0;5;17.5
62;2;01/01/2025 12:18;C005;618;mastercard;6,88E+15;F;1.8;1;3.0
63;2;01/01/2025 12:23;C009;2334;mastercard;3,52E+15;F;1.0;4;8.0
64;2;01/01/2025 12:26;P008;765;mastercard;6,35E+15;F;3.5;4;22.0
65;2;01/01/2025 12:27;C003;1310;mastercard;9,46E+15;F;2.5;1;4.0
66;2;01/01/2025 12:34;C006;1124;visa;9,27E+15;F;1.8;2;6.0
67;2;01/01/2025 12:37;C009;315;mastercard;6,22E+15;F;1.0;3;6.0
68;2;01/01/2025 12:43;P008;1993;cash;;F;3.5;5;27.5
69;2;01/01/2025 12:46;C005;1568;americanexpress;8,01E+15;F;1.8;1;3.0
70;2;01/01/2025 12:46;C001;2993;americanexpress;2,23E+15;F;1.5;2;5.0
71;2;01/01/2025 12:48;P009;1279;mastercard;9,71E+15;F;3.8;3;18.0
72;2;01/01/2025 12:54;C009;2843;cash;;F;1.0;5;10.0
73;2;01/01/2025 12:54;C003;476;cash;;T;2.5;2;8.0
74;2;01/01/2025 12:56;C003;228;cash;;F;2.5;2;8.0
75;2;01/01/2025 12:57;C007;1049;mastercard;9,77E+15;F;2.0;3;10.5
76;2;01/01/2025 12:57;P003;2669;mastercard;6,55E+15;F;3.0;5;22.5
77;2;01/01/2025 12:59;P001;2368;mastercard;3,37E+15;F;2.0;1;3.5
78;2;01/01/2025 13:06;P010;1031;mastercard;1,72E+15;F;4.5;5;35.0
79;2;01/01/2025 13:15;C003;2874;cash;;F;2.5;3;12.0
80;2;01/01/2025 13:18;C009;1849;visa;3,20E+15;F;1.0;3;6.0
81;2;01/01/2025 13:18;P010;1887;americanexpress;5,73E+15;F;4.5;1;7.0
82;2;01/01/2025 13:19;P010;3153;visa;2,36E+15;F;4.5;4;28.0
83;2;01/01/2025 13:22;C010;2242;cash;;T;2.5;4;16.0
84;2;01/01/2025 13:22;P010;1909;visa;1,97E+15;F;4.5;4;28.0
85;2;01/01/2025 13:24;P007;1142;cash;;F;2.0;2;7.0
86;2;01/01/2025 13:26;P006;1064;americanexpress;8,74E+15;F;3.2;3;14.4
87;2;01/01/2025 13:31;P006;2749;visa;5,12E+15;F;3.2;5;24.0
88;2;01/01/2025 13:39;C006;491;mastercard;9,06E+15;T;1.8;1;3.0
89;2;01/01/2025 13:46;P003;1282;cash;;T;3.0;1;4.5
90;2;01/01/2025 13:50;C002;2887;mastercard;6,39E+15;F;2.0;3;10.5
91;2;01/01/2025 13:51;C010;190;visa;2,74E+15;F;2.5;1;4.0
92;2;01/01/2025 13:52;P003;3181;mastercard;5,16E+15;F;3.0;3;13.5
93;2;01/01/2025 13:53;P010;146;americanexpress;4,32E+15;F;4.5;5;35.0
94;2;01/01/2025 13:54;C001;1232;mastercard;6,79E+15;F;1.5;3;7.5
95;2;01/01/2025 13:56;C009;3089;cash;;F;1.0;3;6.0
96;2;01/01/2025 14:01;P006;3232;mastercard;4,02E+15;F;3.2;5;24.0
97;2;01/01/2025 14:04;C010;1418;visa;9,12E+15;F;2.5;1;4.0
98;2;01/01/2025 14:05;C005;1696;americanexpress;1,62E+15;T;1.8;3;9.0
99;2;01/01/2025 14:07;C004;2860;cash;;F;3.0;3;13.5
100;2;01/01/2025 14:10;C001;984;visa;3,04E+15;T;1.5;4;10.0
101;2;01/01/2025 14:13;P003;120;cash;;F;3.0;1;4.5
102;2;01/01/2025 14:20;C003;2980;visa;6,18E+15;F;2.5;2;8.0
103;2;01/01/2025 14:29;P002;298;visa;5,37E+15;F;2.5;4;16.0
104;2;01/01/2025 14:30;P008;1097;cash;;F;3.5;2;11.0
105;2;01/01/2025 14:33;C004;1800;visa;9,51E+15;F;3.0;4;18.0
106;2;01/01/2025 14:38;P008;2181;americanexpress;8,36E+15;F;3.5;2;11.0
107;2;01/01/2025 14:45;P009;926;americanexpress;8,80E+15;F;3.8;3;18.0
108;2;01/01/2025 14:46;C002;444;visa;4,00E+15;F;2.0;2;7.0
109;2;01/01/2025 14:54;C004;1226;visa;3,37E+15;F;3.0;2;9.0
110;2;01/01/2025 14:59;P009;616;cash;;F;3.8;1;6.0
111;2;01/01/2025 15:01;P005;974;americanexpress;4,81E+15;F;3.5;2;10.0
112;2;01/01/2025 15:02;C005;116;visa;2,21E+15;F;1.8;1;3.0
113;2;01/01/2025 15:03;P002;2181;americanexpress;8,36E+15;F;2.5;3;12.0
114;2;01/01/2025 15:03;P008;1888;mastercard;3,65E+15;F;3.5;5;27.5
115;2;01/01/2025 15:05;C001;982;americanexpress;1,08E+15;F;1.5;3;7.5
116;2;01/01/2025 15:08;C001;1325;visa;8,10E+15;F;1.5;4;10.0
117;2;01/01/2025 15:10;C001;849;americanexpress;7,81E+15;F;1.5;5;12.5
118;2;01/01/2025 15:16;C001;2158;mastercard;2,13E+15;T;1.5;2;5.0
119;2;01/01/2025 15:37;P009;778;cash;;F;3.8;4;24.0
120;2;01/01/2025 15:38;C003;21;mastercard;5,40E+15;T;2.5;1;4.0
121;2;01/01/2025 15:48;C003;3038;mastercard;1,59E+15;F;2.5;1;4.0
122;2;01/01/2025 15:53;P007;2403;mastercard;7,76E+15;F;2.0;3;10.5
123;2;01/01/2025 15:56;C010;2027;visa;6,13E+15;T;2.5;1;4.0
124;2;01/01/2025 15:57;C003;1047;visa;5,64E+15;F;2.5;2;8.0
125;2;01/01/2025 16:03;P001;2906;americanexpress;7,17E+15;T;2.0;4;14.0
126;2;01/01/2025 16:11;C009;1074;visa;1,58E+15;T;1.0;1;2.0
127;2;01/01/2025 16:12;C010;1679;americanexpress;2,36E+15;F;2.5;1;4.0
128;2;01/01/2025 16:24;P002;1805;mastercard;1,42E+15;F;2.5;3;12.0
129;2;01/01/2025 16:30;P002;297;cash;;F;2.5;1;4.0
130;2;01/01/2025 16:39;P001;1114;americanexpress;1,14E+15;T;2.0;5;17.5
131;2;01/01/2025 16:48;C009;656;visa;1,65E+15;F;1.0;2;4.0
132;2;01/01/2025 16:49;C007;2221;visa;5,07E+15;F;2.0;1;3.5
133;2;01/01/2025 16:56;P005;2741;visa;5,90E+15;T;3.5;2;10.0
134;2;01/01/2025 17:04;C006;950;americanexpress;7,61E+15;F;1.8;5;15.0
135;2;01/01/2025 17:07;P006;650;cash;;T;3.2;3;14.4
136;2;01/01/2025 17:12;P004;2295;visa;8,84E+15;F;2.8;2;8.4
137;2;01/01/2025 17:15;P006;2429;americanexpress;7,91E+15;F;3.2;5;24.0
138;2;01/01/2025 17:18;C003;1081;americanexpress;4,10E+15;F;2.5;1;4.0
139;2;01/01/2025 17:23;C010;294;americanexpress;5,58E+15;F;2.5;2;8.0
140;2;01/01/2025 17:27;P004;1860;mastercard;2,38E+15;F;2.8;3;12.6
141;2;01/01/2025 17:29;P007;2765;visa;5,77E+15;T;2.0;5;17.5
142;2;01/01/2025 17:30;P006;2206;mastercard;2,42E+15;F;3.2;1;4.8
143;2;01/01/2025 17:31;C010;2527;mastercard;4,58E+15;F;2.5;1;4.0
144;2;01/01/2025 17:33;P006;2773;mastercard;3,56E+15;F;3.2;3;14.4
145;2;01/01/2025 17:38;C004;1277;americanexpress;4,12E+15;F;3.0;4;18.0
146;2;01/01/2025 17:40;C004;1917;mastercard;4,19E+15;F;3.0;4;18.0
147;2;01/01/2025 17:43;C006;1017;americanexpress;1,36E+15;T;1.8;3;9.0
148;2;01/01/2025 17:53;C004;1488;visa;5,78E+15;F;3.0;4;18.0
149;2;01/01/2025 17:56;C006;1852;mastercard;7,26E+15;F;1.8;5;15.0
150;2;01/01/2025 17:57;C002;1832;visa;6,61E+15;F;2.0;4;14.0
151;2;01/01/2025 18:08;C007;2677;mastercard;9,40E+15;F;2.0;1;3.5
152;2;01/01/2025 18:10;P003;2799;visa;5,91E+15;T;3.0;2;9.0
153;2;01/01/2025 18:12;C002;987;cash;;F;2.0;3;10.5
154;2;01/01/2025 18:17;C004;122;cash;;T;3.0;5;22.5
155;2;01/01/2025 18:17;P004;3232;mastercard;4,02E+15;F;2.8;5;21.0
156;2;01/01/2025 18:19;C005;1170;americanexpress;2,26E+15;F;1.8;2;6.0
157;2;01/01/2025 18:21;P008;561;visa;3,27E+15;F;3.5;2;11.0
158;2;01/01/2025 18:22;C006;1479;cash;;F;1.8;1;3.0
159;2;01/01/2025 18:26;C010;833;visa;3,69E+15;F;2.5;4;16.0
160;2;01/01/2025 18:27;P002;2924;mastercard;5,52E+15;F;2.5;4;16.0
161;2;01/01/2025 18:27;P008;3148;mastercard;5,86E+15;T;3.5;2;11.0
162;2;01/01/2025 18:27;C008;2529;americanexpress;3,05E+15;F;2.2;5;19.0
163;2;01/01/2025 18:32;C004;1670;americanexpress;2,18E+15;T;3.0;4;18.0
164;2;01/01/2025 18:34;C008;580;cash;;F;2.2;4;15.2
165;2;01/01/2025 18:34;P009;2270;cash;;F;3.8;5;30.0
166;2;01/01/2025 18:36;P006;2989;visa;5,03E+15;F;3.2;5;24.0
167;2;01/01/2025 18:37;C008;2140;visa;9,67E+15;F;2.2;4;15.2
168;2;01/01/2025 18:51;C001;972;mastercard;1,55E+15;F;1.5;3;7.5
169;2;01/01/2025 18:56;C008;1314;mastercard;2,52E+15;F;2.2;5;19.0
170;2;01/01/2025 18:59;C002;382;mastercard;1,41E+15;F;2.0;4;14.0
171;2;01/01/2025 19:05;C009;1281;visa;1,72E+15;F;1.0;1;2.0
172;2;01/01/2025 19:06;C006;2525;mastercard;8,06E+15;T;1.8;3;9.0
173;2;01/01/2025 19:09;P002;2605;mastercard;5,03E+15;T;2.5;2;8.0
174;2;01/01/2025 19:13;P010;1972;visa;5,03E+15;T;4.5;2;14.0
175;2;01/01/2025 19:14;C003;752;cash;;F;2.5;2;8.0
176;2;01/01/2025 19:14;C005;3110;visa;3,52E+15;F;1.8;3;9.0
177;2;01/01/2025 19:18;C005;2977;cash;;F;1.8;5;15.0
178;2;01/01/2025 19:20;C003;798;visa;4,63E+15;F;2.5;5;20.0
179;2;01/01/2025 19:22;P002;864;americanexpress;3,76E+15;F;2.5;2;8.0
180;2;01/01/2025 19:24;C004;305;cash;;F;3.0;1;4.5
181;2;01/01/2025 19:25;P005;2072;americanexpress;5,22E+15;F;3.5;3;15.0
182;2;01/01/2025 19:26;C007;1636;americanexpress;8,57E+15;F;2.0;2;7.0
183;2;01/01/2025 19:27;P005;1293;cash;;F;3.5;3;15.0
184;2;01/01/2025 19:33;P006;3010;cash;;F;3.2;4;19.2
185;2;01/01/2025 19:37;C010;1289;mastercard;7,70E+15;F;2.5;1;4.0
186;2;01/01/2025 19:42;C008;1239;cash;;F;2.2;4;15.2
187;2;01/01/2025 19:43;C010;1393;mastercard;1,61E+15;F;2.5;4;16.0
188;2;01/01/2025 19:46;P009;3067;mastercard;6,60E+15;F;3.8;1;6.0
189;2;01/01/2025 19:47;P009;1038;cash;;F;3.8;3;18.0
190;2;01/01/2025 19:49;C003;1167;americanexpress;9,97E+15;F;2.5;3;12.0
191;2;01/01/2025 19:51;C008;808;visa;5,56E+15;F;2.2;5;19.0
192;2;01/01/2025 19:53;C004;3146;americanexpress;6,01E+15;F;3.0;2;9.0
193;2;01/01/2025 19:53;C007;1667;mastercard;1,44E+15;F;2.0;4;14.0
194;2;01/01/2025 19:55;P003;2741;visa;5,90E+15;T;3.0;5;22.5
195;2;01/02/2025 9:05;P010;1992;visa;9,29E+15;T;4.5;1;7.0
196;2;01/02/2025 9:06;P007;11;americanexpress;9,20E+15;F;2.0;5;17.5
197;2;01/02/2025 9:06;P010;3013;mastercard;1,55E+15;F;4.5;4;28.0
198;2;01/02/2025 9:11;P010;1690;americanexpress;4,68E+15;F;4.5;4;28.0
199;2;01/02/2025 9:14;C006;1968;visa;2,33E+15;F;1.8;5;15.0
200;2;01/02/2025 9:21;P003;2189;cash;;F;3.0;3;13.5
201;2;01/02/2025 9:27;C010;342;cash;;T;2.5;2;8.0
202;2;01/02/2025 9:37;P010;2746;mastercard;4,23E+15;F;4.5;5;35.0
203;2;01/02/2025 9:51;C009;1924;visa;6,46E+15;T;1.0;4;8.0
204;2;01/02/2025 9:52;C005;2719;mastercard;2,16E+15;F;1.8;5;15.0
205;2;01/02/2025 9:53;P009;2299;mastercard;8,22E+15;T;3.8;1;6.0
206;2;01/02/2025 10:07;C004;1268;visa;5,52E+15;F;3.0;2;9.0
207;2;01/02/2025 10:18;P008;2189;cash;;F;3.5;2;11.0
208;2;01/02/2025 10:20;C010;793;americanexpress;1,33E+15;F;2.5;1;4.0
209;2;01/02/2025 10:24;C005;1733;visa;2,84E+15;F;1.8;5;15.0
210;2;01/02/2025 10:27;C001;2579;cash;;T;1.5;2;5.0
211;2;01/02/2025 10:28;C004;1280;mastercard;9,77E+15;T;3.0;5;22.5
212;2;01/02/2025 10:28;C002;1614;cash;;T;2.0;1;3.5
213;2;01/02/2025 10:30;P003;639;cash;;F;3.0;5;22.5
214;2;01/02/2025 10:43;C007;2295;visa;8,84E+15;F;2.0;4;14.0
215;2;01/02/2025 10:43;P003;2781;visa;1,73E+15;T;3.0;3;13.5
216;2;01/02/2025 10:44;P008;2296;americanexpress;4,40E+15;F;3.5;2;11.0
217;2;01/02/2025 10:48;C010;1535;americanexpress;8,28E+15;F;2.5;3;12.0
218;2;01/02/2025 10:52;C007;1350;cash;;F;2.0;4;14.0
219;2;01/02/2025 10:56;P001;152;americanexpress;1,26E+15;F;2.0;2;7.0
220;2;01/02/2025 10:58;P005;1540;mastercard;3,63E+15;F;3.5;5;25.0
221;2;01/02/2025 11:00;P010;1831;mastercard;9,56E+15;T;4.5;4;28.0
222;2;01/02/2025 11:06;P001;226;americanexpress;9,58E+15;F;2.0;1;3.5
223;2;01/02/2025 11:09;C010;544;americanexpress;8,67E+15;F;2.5;2;8.0
224;2;01/02/2025 11:10;C002;282;americanexpress;7,25E+15;T;2.0;3;10.5
225;2;01/02/2025 11:10;P005;2319;mastercard;7,05E+15;F;3.5;5;25.0
226;2;01/02/2025 11:11;P007;1213;americanexpress;1,79E+15;F;2.0;3;10.5
227;2;01/02/2025 11:15;P010;144;cash;;T;4.5;1;7.0
228;2;01/02/2025 11:15;P007;630;visa;5,08E+15;T;2.0;5;17.5
229;2;01/02/2025 11:15;C005;1631;visa;3,54E+15;T;1.8;3;9.0
230;2;01/02/2025 11:17;P004;1616;visa;5,80E+15;F;2.8;1;4.2
231;2;01/02/2025 11:20;C003;970;cash;;F;2.5;3;12.0
232;2;01/02/2025 11:21;C005;322;mastercard;9,83E+15;F;1.8;4;12.0
233;2;01/02/2025 11:27;C003;361;cash;;F;2.5;5;20.0
234;2;01/02/2025 11:27;C008;1562;cash;;F;2.2;5;19.0
235;2;01/02/2025 11:29;P004;1056;americanexpress;6,13E+15;F;2.8;4;16.8
236;2;01/02/2025 11:32;P003;882;mastercard;6,48E+15;F;3.0;1;4.5
237;2;01/02/2025 11:32;P005;1104;mastercard;2,82E+15;F;3.5;4;20.0
238;2;01/02/2025 11:32;C007;2496;mastercard;1,08E+15;F;2.0;3;10.5
239;2;01/02/2025 11:33;P010;2375;visa;4,75E+15;F;4.5;5;35.0
240;2;01/02/2025 11:38;C004;107;mastercard;5,92E+15;F;3.0;1;4.5
241;2;01/02/2025 11:46;P006;2244;americanexpress;5,07E+15;F;3.2;1;4.8
242;2;01/02/2025 11:47;P010;1823;americanexpress;9,99E+15;F;4.5;3;21.0
243;2;01/02/2025 11:48;P007;2466;americanexpress;4,01E+15;F;2.0;3;10.5
244;2;01/02/2025 11:50;P006;518;americanexpress;2,78E+15;F;3.2;1;4.8
245;2;01/02/2025 11:50;P008;2934;americanexpress;4,48E+15;T;3.5;3;16.5
246;2;01/02/2025 11:57;P010;373;cash;;T;4.5;5;35.0
247;2;01/02/2025 11:58;P002;440;mastercard;9,90E+15;F;2.5;5;20.0
248;2;01/02/2025 11:59;C008;967;mastercard;5,20E+15;F;2.2;5;19.0
249;2;01/02/2025 12:01;P009;3167;mastercard;5,91E+15;T;3.8;2;12.0
250;2;01/02/2025 12:01;P005;3123;mastercard;1,79E+15;F;3.5;3;15.0
251;2;01/02/2025 12:03;P005;857;mastercard;3,81E+15;F;3.5;1;5.0
252;2;01/02/2025 12:11;C008;2487;americanexpress;6,51E+15;T;2.2;4;15.2
253;2;01/02/2025 12:16;C004;1771;visa;5,29E+15;F;3.0;1;4.5
254;2;01/02/2025 12:17;P003;2983;cash;;T;3.0;2;9.0
255;2;01/02/2025 12:21;P002;2933;visa;6,17E+15;F;2.5;4;16.0
256;2;01/02/2025 12:30;P010;2540;visa;5,81E+15;T;4.5;1;7.0
257;2;01/02/2025 12:31;P003;1836;mastercard;4,57E+15;F;3.0;2;9.0
258;2;01/02/2025 12:33;P001;1749;cash;;F;2.0;5;17.5
259;2;01/02/2025 12:37;C001;1810;americanexpress;1,11E+15;F;1.5;1;2.5
260;2;01/02/2025 12:38;P010;1941;americanexpress;3,38E+15;T;4.5;1;7.0
261;2;01/02/2025 12:40;P010;1359;cash;;F;4.5;4;28.0
262;2;01/02/2025 12:43;P003;2538;visa;2,41E+15;F;3.0;2;9.0
263;2;01/02/2025 12:43;C002;2826;americanexpress;6,23E+15;F;2.0;5;17.5
264;2;01/02/2025 12:54;C010;2750;cash;;F;2.5;2;8.0
265;2;01/02/2025 12:58;P003;1731;mastercard;1,19E+15;T;3.0;2;9.0
266;2;01/02/2025 13:00;C007;1632;visa;1,26E+15;F;2.0;4;14.0
267;2;01/02/2025 13:14;C006;605;americanexpress;1,08E+15;F;1.8;1;3.0
268;2;01/02/2025 13:14;P005;2172;cash;;F;3.5;2;10.0
269;2;01/02/2025 13:27;P009;2044;mastercard;1,98E+15;F;3.8;5;30.0
270;2;01/02/2025 13:36;C007;2674;cash;;F;2.0;1;3.5
271;2;01/02/2025 13:37;C007;2432;mastercard;3,10E+15;F;2.0;2;7.0
272;2;01/02/2025 13:39;C001;3233;cash;;F;1.5;1;2.5
273;2;01/02/2025 13:46;C007;2206;mastercard;2,42E+15;F;2.0;3;10.5
274;2;01/02/2025 13:49;C003;1307;mastercard;5,53E+15;T;2.5;3;12.0
275;2;01/02/2025 13:52;P006;2197;cash;;F;3.2;1;4.8
276;2;01/02/2025 13:53;C004;3064;visa;1,59E+15;F;3.0;5;22.5
277;2;01/02/2025 13:58;C004;2937;visa;2,29E+15;F;3.0;4;18.0
278;2;01/02/2025 13:59;C006;2276;cash;;F;1.8;4;12.0
279;2;01/02/2025 14:01;P001;324;cash;;F;2.0;2;7.0
280;2;01/02/2025 14:01;P010;1420;americanexpress;8,33E+15;T;4.5;5;35.0
281;2;01/02/2025 14:03;C004;2664;cash;;F;3.0;1;4.5
282;2;01/02/2025 14:07;C006;1843;americanexpress;8,84E+15;T;1.8;2;6.0
283;2;01/02/2025 14:07;P004;647;visa;8,62E+15;F;2.8;1;4.2
284;2;01/02/2025 14:08;C007;3062;visa;1,11E+15;F;2.0;3;10.5
285;2;01/02/2025 14:09;P004;2107;americanexpress;6,72E+15;T;2.8;3;12.6
286;2;01/02/2025 14:15;P004;1280;mastercard;9,77E+15;T;2.8;2;8.4
287;2;01/02/2025 14:28;C005;336;visa;4,01E+15;F;1.8;5;15.0
288;2;01/02/2025 14:29;C004;2953;visa;6,68E+15;T;3.0;2;9.0
289;2;01/02/2025 14:32;C010;262;visa;8,35E+15;F;2.5;2;8.0
290;2;01/02/2025 14:34;C006;476;cash;;T;1.8;1;3.0
291;2;01/02/2025 14:40;C005;1585;mastercard;7,40E+15;T;1.8;2;6.0
292;2;01/02/2025 14:41;C007;112;mastercard;6,24E+15;T;2.0;4;14.0
293;2;01/02/2025 14:48;C006;2182;americanexpress;2,84E+15;F;1.8;5;15.0
294;2;01/02/2025 15:02;C003;991;cash;;F;2.5;1;4.0
295;2;01/02/2025 15:07;P007;587;visa;9,77E+15;T;2.0;2;7.0
296;2;01/02/2025 15:07;P005;167;cash;;T;3.5;1;5.0
297;2;01/02/2025 15:14;P002;1180;mastercard;5,04E+15;F;2.5;2;8.0
298;2;01/02/2025 15:16;C003;1499;mastercard;1,46E+15;F;2.5;1;4.0
299;2;01/02/2025 15:16;P004;2440;americanexpress;9,48E+15;T;2.8;3;12.6
300;2;01/02/2025 15:18;C010;2990;cash;;T;2.5;2;8.0
301;2;01/02/2025 15:20;C009;2954;cash;;F;1.0;2;4.0
302;2;01/02/2025 15:21;P010;1506;visa;1,60E+15;F;4.5;2;14.0
303;2;01/02/2025 15:35;C003;1771;visa;5,29E+15;F;2.5;3;12.0
304;2;01/02/2025 15:37;P005;2481;americanexpress;4,42E+15;F;3.5;1;5.0
305;2;01/02/2025 15:38;P009;1484;visa;8,49E+15;F;3.8;1;6.0
306;2;01/02/2025 15:38;C008;1649;americanexpress;4,75E+15;F;2.2;5;19.0
307;2;01/02/2025 15:41;P009;2551;americanexpress;2,80E+15;F;3.8;3;18.0
308;2;01/02/2025 15:47;P007;2336;visa;5,99E+15;F;2.0;5;17.5
309;2;01/02/2025 15:51;C001;2826;americanexpress;6,23E+15;F;1.5;2;5.0
310;2;01/02/2025 15:52;P007;1565;mastercard;7,73E+15;F;2.0;3;10.5
311;2;01/02/2025 15:52;C010;3062;visa;1,11E+15;F;2.5;5;20.0
312;2;01/02/2025 15:55;C007;2157;mastercard;1,42E+15;F;2.0;2;7.0
313;2;01/02/2025 15:57;P010;2418;mastercard;5,44E+15;T;4.5;4;28.0
314;2;01/02/2025 15:58;C002;1057;mastercard;7,08E+15;F;2.0;1;3.5
315;2;01/02/2025 16:03;P008;1297;cash;;F;3.5;3;16.5
316;2;01/02/2025 16:17;C010;2084;visa;2,09E+15;F;2.5;5;20.0
317;2;01/02/2025 16:23;P001;1411;americanexpress;5,77E+15;F;2.0;4;14.0
318;2;01/02/2025 16:23;P004;2845;mastercard;7,21E+15;T;2.8;5;21.0
319;2;01/02/2025 16:25;C005;799;mastercard;9,82E+15;F;1.8;2;6.0
320;2;01/02/2025 16:28;P002;953;mastercard;3,13E+15;T;2.5;5;20.0
321;2;01/02/2025 16:32;C004;98;cash;;F;3.0;3;13.5
322;2;01/02/2025 16:52;C008;1562;cash;;F;2.2;2;7.6
323;2;01/02/2025 16:56;C003;3168;americanexpress;7,67E+15;F;2.5;5;20.0
324;2;01/02/2025 16:58;C009;954;mastercard;9,24E+15;F;1.0;2;4.0
325;2;01/02/2025 17:04;P004;2060;visa;8,56E+15;F;2.8;2;8.4
